label,compressor,bitwidth,stage,context_length,key_rmse,value_rmse,attention_rmse,attention_cosine,attention_max_error,uncompressed_bytes,compressed_bytes,compression_ratio,effective_bits_per_kv_element,shared_metadata_bytes,perplexity_compressed,perplexity_baseline,tokens_per_second,latency_ms_per_token,online_compressed_kv,finished_at
tq_full_b2,turboquant,2,full,128,0.6544824428856373,0.43070441856980324,0.9065626447574123,0.948394775390625,9.119140625,16777216,3277840,5.118375515583433,3.1259918212890625,16,34.20557087654764,10.992877387784619,0.49768580015593283,2009.2998427656248,True,2026-07-31T21:45:08.941775+00:00
tq_full_b2,turboquant,2,full,256,0.6590801924467087,0.40774213429540396,0.9140357094708573,0.949981689453125,11.3828125,33554432,6554640,5.119187628916309,3.1254959106445312,16,36.61907145692035,12.227868633777332,0.2633556206576223,3797.146981343749,True,2026-07-31T21:52:47.058859+00:00
tq_full_b2,turboquant,2,full,512,0.6621752493083477,0.39065772760659456,0.9154881598611061,0.955322265625,14.875,67108864,13108240,5.119593782231634,3.1252479553222656,16,26.56119177924262,8.312575426052119,0.14565140101606083,6865.708074375,True,2026-07-31T22:20:10.666303+00:00
tq_full_b3,turboquant,3,full,128,0.2677681986242533,0.17501359898597002,0.36786859393266164,0.99114990234375,3.96875,16777216,4326432,3.8778411402282527,4.126007080078125,32,12.442491181708615,10.992877387784619,0.4945349883960073,2022.1016176093754,True,2026-07-31T21:45:13.996830+00:00
tq_full_b3,turboquant,3,full,256,0.2695461194962263,0.1654233648441732,0.3670989000137871,0.9912109375,4.3359375,33554432,8651808,3.8783144517307826,4.1255035400390625,32,13.496074039163656,12.227868633777332,0.2633060573032187,3797.861736421876,True,2026-07-31T21:52:41.553058+00:00
tq_full_b3,turboquant,3,full,512,0.2706865482032299,0.15838029934093356,0.36574079423201644,0.9879150390625,4.44921875,67108864,17302560,3.878551150812365,4.125251770019531,32,9.329752907027341,8.313832028137456,0.09592511627927583,10424.79841346875,True,2026-07-31T22:40:19.962206+00:00
tq_full_b4,turboquant,4,full,128,0.1219085268676281,0.07857495290227234,0.16727437469939693,0.9979248046875,1.76953125,16777216,5375040,3.1213192832053345,5.12603759765625,64,11.155404531867221,10.992877387784619,0.4873671355896115,2051.8412649843754,True,2026-07-31T21:47:14.903797+00:00
tq_full_b4,turboquant,4,full,256,0.12257128395140171,0.07428331719711423,0.16655820077863456,0.997589111328125,1.9453125,33554432,10748992,3.1216352193768495,5.125518798828125,64,12.308011475368,12.227868633777332,0.2305061005728443,4338.279973999999,True,2026-07-31T21:56:56.763149+00:00
tq_full_b4,turboquant,4,full,512,0.12298949295654893,0.07110677496530116,0.16604626686385093,0.9927978515625,2.0703125,67108864,21496896,3.1217932114478293,5.1252593994140625,64,8.508556355574566,8.312575426052119,0.14071772408090702,7106.425338609373,True,2026-07-31T22:17:32.707705+00:00
tq_mse_b4,turboquant,4,wht_quant,128,0.12190921464934945,0.04980219481512904,0.16717690978338068,0.99798583984375,1.953125,16777216,4719680,3.5547359142992745,4.50103759765625,64,11.103316347796417,10.994895670818893,0.3858765336223496,2591.5024959218745,True,2026-07-31T21:47:02.098429+00:00
tq_mse_b4,turboquant,4,wht_quant,256,0.12257128395140171,0.047081689233891666,0.16655820077863456,0.997589111328125,1.9453125,33554432,9438272,3.5551456876852034,4.500518798828125,64,12.238564724663767,12.227868633777332,0.30939273601219347,3232.1379386250005,True,2026-07-31T21:51:15.203894+00:00
tq_mse_b4,turboquant,4,wht_quant,512,0.12298949295654893,0.04507236066274345,0.16604626686385093,0.9927978515625,2.0703125,67108864,18875456,3.555350609807784,4.5002593994140625,64,8.50202203071868,8.312575426052119,0.1662153307012657,6016.2922143281285,True,2026-07-31T22:16:14.153665+00:00
